rank_diff,home_form_win_rate,away_form_win_rate,home_form_goal_rate,away_form_goal_rate,home_form_concede,away_form_concede,h2h_home_win_rate,tournament_weight,is_neutral,home_team,away_team,date,home_score,away_score,outcome
-9,0.6,0.8,1.4,1.8,0.8,0.8,0.2857142857142857,0.85,0,Denmark,Germany,2014-08-13,0,0,1
-6,0.2,0.6,0.8,1.0,1.2,0.6,0.3076923076923077,1.0,1,Senegal,Switzerland,2014-08-14,0,1,2
3,0.6,0.8,1.2,1.4,0.4,0.4,0.14285714285714285,1.0,1,England,Netherlands,2014-08-16,1,1,1
-11,0.0,0.2,0.6,0.4,1.4,1.0,0.25,0.85,1,Mexico,Spain,2014-08-27,1,1,1
-9,0.2,0.0,0.6,0.8,0.8,1.2,0.4166666666666667,1.0,1,Senegal,Uruguay,2014-08-29,0,0,1
-5,0.6,0.4,1.2,1.4,0.6,1.0,0.4444444444444444,0.8,1,Netherlands,Argentina,2014-08-29,0,0,1
4,0.6,0.0,1.0,0.8,0.6,1.0,0.5555555555555556,0.6,0,Switzerland,Mexico,2014-08-31,1,2,2
-4,0.0,0.2,0.4,0.6,2.2,1.8,0.2,1.0,1,South Korea,USA,2014-09-04,1,3,2
-2,0.6,0.2,1.2,0.8,0.6,1.6,0.21428571428571427,0.3,0,Switzerland,Croatia,2014-09-05,1,3,2
2,0.6,0.0,2.2,0.4,1.2,0.8,0.5333333333333333,0.6,0,Belgium,Uruguay,2014-09-05,1,1,1
1,0.4,0.4,1.0,2.0,0.6,1.4,0.4166666666666667,0.8,0,Netherlands,Belgium,2014-09-06,2,0,0
-7,0.0,0.4,0.2,1.4,0.6,1.2,0.5,0.6,0,Senegal,Morocco,2014-09-06,2,1,0
17,0.8,0.4,1.8,1.0,0.2,1.8,0.6470588235294118,0.3,0,Germany,USA,2014-09-08,3,1,0
4,0.2,0.0,0.6,0.4,1.0,0.6,0.2857142857142857,1.0,1,Spain,Uruguay,2014-09-09,0,2,2
20,0.8,0.4,2.0,1.2,0.8,2.0,0.5625,0.3,0,Brazil,USA,2014-09-09,0,1,2
-7,0.4,0.8,1.0,2.0,0.6,0.8,0.5,0.8,0,Netherlands,Brazil,2014-09-11,0,0,1
8,0.4,0.2,1.4,0.6,1.6,0.8,0.4166666666666667,0.3,0,Croatia,Senegal,2014-09-12,1,0,0
-19,0.6,0.2,1.4,0.6,1.4,1.2,0.3076923076923077,0.6,0,USA,France,2014-09-12,1,1,1
-4,0.4,0.4,1.0,1.8,0.8,1.6,0.3333333333333333,0.3,0,Denmark,Belgium,2014-09-13,0,0,1
-7,0.6,0.6,1.2,1.4,1.2,0.6,0.16666666666666666,1.0,1,Croatia,England,2014-09-20,1,0,0
2,0.4,0.2,0.8,0.8,0.6,1.0,0.42857142857142855,0.3,0,Brazil,Argentina,2014-09-21,1,3,2
-1,0.2,0.6,0.8,1.4,1.2,0.4,0.36363636363636365,0.85,0,France,Brazil,2014-09-21,2,0,0
-2,0.4,0.4,1.2,1.2,0.8,0.8,0.2857142857142857,1.0,1,England,Argentina,2014-09-22,1,5,2
3,0.4,0.8,1.6,1.2,1.0,1.0,0.4166666666666667,0.85,0,Belgium,Croatia,2014-09-24,4,3,0
-10,0.2,0.4,0.4,1.0,0.8,0.6,0.0,0.85,0,Senegal,Italy,2014-09-27,1,6,2
1,0.2,0.6,1.0,2.2,1.2,0.6,0.36363636363636365,0.3,0,France,Argentina,2014-10-02,4,0,0
-8,0.2,0.4,0.6,1.8,0.4,1.4,0.38461538461538464,0.3,1,Uruguay,Argentina,2014-10-04,0,2,2
-8,0.2,0.6,1.0,1.4,1.4,1.0,0.3076923076923077,1.0,1,Japan,Switzerland,2014-10-06,1,3,2
1,0.6,0.8,2.0,1.8,1.2,0.4,0.45454545454545453,0.6,1,Argentina,Germany,2014-10-08,1,0,0
-10,0.2,0.4,0.6,1.8,1.8,0.8,0.0,0.3,0,Senegal,Italy,2014-10-11,0,0,1
-13,0.2,0.0,0.6,0.4,1.6,1.4,0.36363636363636365,0.3,0,Senegal,Spain,2014-10-16,1,1,1
1,0.4,0.2,1.2,0.2,1.6,0.8,0.5454545454545454,0.6,1,England,Portugal,2014-10-18,2,1,0
2,0.2,0.4,0.8,1.6,0.6,0.6,0.4166666666666667,0.3,0,Netherlands,Italy,2014-10-19,3,1,0
11,0.8,0.6,2.2,1.4,1.2,1.2,0.375,0.8,0,Argentina,Switzerland,2014-10-20,2,0,0
4,0.0,0.2,0.6,0.6,1.4,0.6,0.2857142857142857,1.0,1,Spain,Uruguay,2014-10-23,1,3,2
-9,0.4,0.6,1.6,1.2,1.2,0.6,0.2222222222222222,0.85,0,Morocco,Germany,2014-10-23,0,0,1
4,0.4,0.4,1.0,1.2,0.6,0.4,0.3,0.85,0,Germany,Netherlands,2014-10-26,0,0,1
0,0.2,0.2,0.4,1.4,0.8,1.2,0.25,0.85,0,Denmark,Morocco,2014-10-27,1,1,1
7,0.8,0.2,2.0,1.4,1.0,1.0,0.3333333333333333,0.3,0,Argentina,Italy,2014-10-27,0,1,2
-9,0.2,0.2,0.6,0.6,0.4,0.4,0.2857142857142857,1.0,1,Denmark,Germany,2014-10-30,0,1,2
-7,0.2,0.0,1.2,0.2,0.8,1.2,0.25,0.85,0,Morocco,Portugal,2014-11-03,3,0,0
-7,0.2,0.0,1.0,0.2,0.8,1.4,0.25,0.3,0,Morocco,Portugal,2014-11-06,1,0,0
-8,0.6,0.4,1.6,1.2,1.0,0.6,0.21428571428571427,0.85,0,USA,Morocco,2014-11-07,1,0,0
8,0.4,0.0,1.2,0.8,1.6,1.8,0.5384615384615384,0.3,0,Switzerland,Japan,2014-11-09,0,1,2
-4,0.2,0.2,1.0,1.0,1.2,0.8,0.125,1.0,1,Japan,Mexico,2014-11-12,2,0,0
17,0.6,0.2,1.0,0.8,1.0,1.8,0.1,0.6,0,Argentina,Senegal,2014-11-13,1,1,1
18,0.4,0.0,1.6,0.6,0.8,1.8,0.5555555555555556,0.85,0,France,Senegal,2014-11-18,1,1,1
9,0.4,0.4,1.8,1.2,0.8,0.8,0.375,0.3,0,France,Uruguay,2014-11-19,1,2,2
-13,0.0,0.6,0.6,1.6,2.8,1.8,0.375,0.3,0,South Korea,Croatia,2014-11-24,1,2,2
-14,0.2,0.4,1.0,0.8,1.2,0.4,0.15384615384615385,0.8,0,Mexico,Germany,2014-11-26,2,1,0
16,0.2,0.0,0.4,0.8,0.6,1.8,0.42857142857142855,0.3,0,Germany,Senegal,2014-11-27,1,1,1
7,0.0,0.2,0.8,1.0,1.6,1.8,0.2,0.3,0,Spain,Switzerland,2014-11-28,1,1,1
-2,0.6,0.4,1.6,1.4,1.0,1.4,0.2,0.3,0,Uruguay,Belgium,2014-12-01,1,1,1
-5,0.4,0.0,1.2,0.4,1.2,0.6,0.3333333333333333,0.3,0,Mexico,Denmark,2014-12-06,3,0,0
3,0.4,0.0,1.2,0.8,1.0,2.6,0.4166666666666667,0.3,0,Japan,South Korea,2014-12-16,3,2,0
4,0.4,0.2,1.4,1.2,1.8,1.4,0.4,1.0,1,England,Belgium,2014-12-19,1,0,0
-3,0.4,0.0,1.6,0.8,1.0,1.6,0.3333333333333333,0.3,0,Italy,Spain,2014-12-22,0,0,1
13,0.4,0.6,1.0,1.6,1.6,1.0,0.4444444444444444,0.3,0,England,Mexico,2014-12-24,2,1,0
10,0.4,0.6,1.0,1.6,0.2,1.2,0.6666666666666666,0.85,0,Netherlands,Mexico,2014-12-25,3,1,0
11,0.4,0.4,1.8,1.0,0.8,0.4,0.35714285714285715,0.3,1,France,Morocco,2014-12-28,0,1,2
-7,0.0,0.6,0.8,1.2,0.8,0.4,0.5,0.3,0,Senegal,Morocco,2014-12-29,0,0,1
8,0.0,0.6,0.2,1.4,1.0,1.0,0.3888888888888889,0.6,0,Denmark,USA,2014-12-30,2,1,0
-3,0.6,0.6,1.6,1.2,0.4,1.6,0.42857142857142855,0.3,0,Netherlands,England,2014-12-31,3,0,0
-3,0.2,0.6,1.0,1.6,1.6,1.0,0.3,0.3,0,Switzerland,Uruguay,2015-01-05,0,0,1
9,0.4,0.0,1.2,0.8,1.0,0.8,0.25,1.0,1,Uruguay,Senegal,2015-01-08,0,1,2
14,0.6,0.6,1.8,1.6,0.4,1.2,0.2727272727272727,0.85,0,Netherlands,Japan,2015-01-10,1,3,2
16,0.4,0.4,1.6,1.4,0.8,1.6,0.5,1.0,1,France,Mexico,2015-01-15,1,2,2
-4,0.2,0.2,0.6,1.0,1.2,1.4,0.3333333333333333,0.8,0,Denmark,Belgium,2015-01-19,0,0,1
3,0.2,0.0,0.6,0.6,0.6,1.4,0.18181818181818182,0.3,0,Germany,Spain,2015-01-23,1,0,0
7,0.2,0.4,0.8,1.0,1.0,1.2,0.42857142857142855,0.6,0,Switzerland,USA,2015-01-24,0,1,2
14,0.4,0.6,0.8,1.8,0.6,1.4,0.38461538461538464,0.6,0,Germany,Mexico,2015-01-25,1,1,1
-5,0.0,0.2,0.6,1.4,1.2,1.2,0.36363636363636365,0.3,0,Spain,France,2015-01-25,0,3,2
1,0.2,0.4,1.0,1.6,1.0,0.8,0.5,0.6,0,Belgium,Italy,2015-01-30,1,0,0
-5,0.0,0.4,0.2,1.2,1.0,1.0,0.2222222222222222,0.3,0,Switzerland,Belgium,2015-02-02,1,2,2
14,0.6,0.8,2.0,2.0,1.0,1.2,0.2727272727272727,1.0,1,Netherlands,Japan,2015-02-06,2,0,0
-2,0.0,0.4,0.2,1.0,1.6,0.8,0.3333333333333333,0.3,0,Portugal,Germany,2015-02-18,1,0,0
-7,0.6,0.0,1.0,0.4,0.6,1.0,0.42857142857142855,0.3,1,USA,Switzerland,2015-02-19,1,3,2
21,0.2,0.8,0.8,1.8,1.2,1.0,0.4,0.8,0,Brazil,Japan,2015-02-20,4,0,0
7,0.2,0.4,1.2,0.8,1.2,0.6,0.4117647058823529,0.85,0,France,Belgium,2015-02-20,0,0,1
-23,0.0,0.2,1.0,1.0,2.6,1.0,0.13333333333333333,0.6,0,South Korea,France,2015-02-21,0,1,2
13,0.2,0.2,1.0,1.0,1.2,1.0,0.3076923076923077,0.6,0,Brazil,Switzerland,2015-02-23,1,0,0
1,0.4,0.2,0.6,0.4,0.4,0.8,0.5,0.3,0,Belgium,Italy,2015-02-23,1,1,1
13,0.4,0.6,0.8,1.6,0.4,1.8,0.3,1.0,1,Belgium,Japan,2015-02-26,1,0,0
-13,0.4,0.6,1.6,1.2,1.4,2.0,0.2222222222222222,0.3,0,Mexico,England,2015-03-01,1,0,0
0,0.2,0.6,0.6,1.0,1.2,0.2,0.25,0.3,0,Denmark,Morocco,2015-03-03,0,0,1
7,0.2,0.2,0.4,0.4,1.6,1.0,0.3333333333333333,0.3,0,Portugal,Denmark,2015-03-06,1,0,0
-6,0.6,0.6,1.0,1.2,0.4,0.4,0.6153846153846154,0.3,1,Belgium,Argentina,2015-03-07,0,1,2
5,0.6,0.2,1.0,0.6,1.2,1.0,0.3333333333333333,0.3,0,England,Italy,2015-03-08,2,0,0
11,0.2,0.0,0.8,0.8,1.0,1.8,0.2857142857142857,0.8,0,Switzerland,South Korea,2015-03-15,3,0,0
-13,0.4,0.4,1.4,1.2,1.0,1.0,0.3076923076923077,0.3,1,Switzerland,Brazil,2015-03-18,0,1,2
11,0.6,0.4,1.0,1.4,0.4,1.0,0.375,0.85,0,Argentina,Switzerland,2015-03-22,1,2,2
-1,0.4,0.8,0.4,2.0,0.2,1.2,0.4666666666666667,0.3,0,Morocco,Croatia,2015-03-28,2,0,0
1,0.6,0.4,1.4,0.6,1.4,0.2,0.4666666666666667,0.6,0,Croatia,Morocco,2015-03-30,0,0,1
11,0.6,0.4,1.4,1.2,1.0,1.4,0.8181818181818182,0.85,0,Brazil,Croatia,2015-04-03,5,0,0
4,0.6,0.4,1.0,0.8,1.0,0.6,0.4,0.3,0,England,Belgium,2015-04-04,3,1,0
-6,0.2,0.4,0.6,1.0,1.0,0.8,0.6153846153846154,0.3,0,Belgium,Argentina,2015-04-06,1,2,2
-5,0.0,0.4,0.4,1.0,1.6,0.6,0.36363636363636365,1.0,1,Spain,France,2015-04-11,0,1,2
12,0.6,0.2,1.8,0.8,0.8,0.6,0.375,0.8,0,Netherlands,Senegal,2015-04-16,2,0,0
9,0.2,0.2,0.8,0.4,1.0,1.0,0.42857142857142855,0.6,0,Germany,Denmark,2015-04-19,1,0,0
-6,0.4,0.0,0.6,0.2,0.0,1.2,0.2727272727272727,1.0,1,Morocco,Spain,2015-04-19,3,1,0
4,0.8,0.2,2.2,1.0,0.8,2.4,0.3333333333333333,0.8,0,Netherlands,Croatia,2015-04-21,1,1,1
1,0.4,0.6,1.0,1.6,0.2,0.8,0.5555555555555556,1.0,1,Morocco,Switzerland,2015-04-21,0,1,2
-1,0.4,0.2,1.0,0.6,0.4,1.8,0.4666666666666667,0.3,0,Morocco,Croatia,2015-04-22,0,3,2
2,0.8,0.4,2.4,1.0,0.6,1.0,0.42857142857142855,1.0,1,Brazil,Argentina,2015-04-25,0,1,2
2,0.6,0.2,1.8,0.4,0.8,0.8,0.4166666666666667,0.3,0,Netherlands,Italy,2015-04-27,0,1,2
-8,0.4,0.2,1.0,0.4,1.2,0.6,0.3333333333333333,0.3,0,USA,Denmark,2015-04-28,1,0,0
11,0.0,0.4,0.2,1.2,1.6,1.4,0.5,1.0,1,Spain,Mexico,2015-04-29,1,0,0
7,0.4,0.0,0.6,0.0,1.2,0.6,0.3333333333333333,1.0,1,Portugal,Denmark,2015-05-02,1,0,0
16,0.4,0.2,0.8,0.6,0.6,0.8,0.42857142857142855,1.0,1,Germany,Senegal,2015-05-03,0,2,2
1,0.4,0.6,0.6,1.4,0.8,1.2,0.23076923076923078,0.8,0,Germany,England,2015-05-04,0,1,2
2,0.4,0.0,1.2,0.0,0.8,0.8,0.375,0.3,0,Uruguay,Denmark,2015-05-05,0,0,1
-17,0.4,0.8,1.0,2.2,1.2,0.2,0.2222222222222222,0.3,0,Mexico,Brazil,2015-05-06,1,0,0
20,0.6,0.6,1.4,1.0,0.4,1.0,0.5625,0.3,0,Brazil,USA,2015-05-09,1,0,0
1,0.4,0.2,1.2,0.8,1.0,1.4,0.4166666666666667,0.6,1,Netherlands,Belgium,2015-05-12,0,0,1
-16,0.4,0.6,0.8,1.2,1.2,1.0,0.2222222222222222,0.85,1,USA,England,2015-05-15,1,0,0
-4,0.6,0.6,1.2,1.4,0.6,0.4,0.2857142857142857,0.6,0,England,Brazil,2015-05-15,3,1,0
11,0.2,0.4,0.6,1.2,0.6,2.0,0.18181818181818182,1.0,1,Uruguay,Japan,2015-05-15,0,0,1
17,0.4,0.0,1.0,0.8,0.4,2.4,0.46153846153846156,0.8,0,Netherlands,South Korea,2015-05-16,1,0,0
-2,0.4,0.6,0.8,1.0,0.6,0.6,0.4444444444444444,0.8,0,Senegal,Mexico,2015-05-16,1,0,0
20,0.6,0.2,1.2,0.6,0.4,1.6,0.36363636363636365,1.0,1,France,Japan,2015-05-16,1,1,1
-2,0.2,0.6,0.4,1.2,1.0,0.2,0.2222222222222222,1.0,1,Germany,France,2015-05-18,1,2,2
-1,0.2,0.6,0.4,1.2,1.2,0.8,0.2727272727272727,0.85,1,Germany,Argentina,2015-05-19,2,0,0
8,0.4,0.2,1.4,0.6,1.0,1.2,0.3333333333333333,0.8,1,Brazil,Belgium,2015-05-21,2,0,0
8,0.0,0.6,0.0,0.8,0.8,0.8,0.3888888888888889,0.3,0,Denmark,USA,2015-05-26,0,1,2
-1,0.0,0.2,0.0,0.8,0.8,1.6,0.15384615384615385,0.6,1,Denmark,Croatia,2015-05-30,0,1,2
-8,0.6,0.6,1.2,0.6,0.6,0.8,0.25,0.85,1,Switzerland,Portugal,2015-06-07,1,2,2
2,0.2,0.4,0.4,1.0,0.8,1.2,0.2857142857142857,0.6,0,Italy,Croatia,2015-06-15,1,1,1
-13,0.6,0.4,0.8,0.8,0.8,0.4,0.2857142857142857,0.3,1,USA,Netherlands,2015-06-18,3,1,0
-1,0.6,0.0,1.4,0.0,0.8,0.8,0.2727272727272727,0.6,0,Switzerland,Denmark,2015-06-19,2,0,0
-2,0.0,0.0,0.2,0.4,0.4,1.6,0.2,0.8,0,Uruguay,Belgium,2015-06-20,0,1,2
3,0.4,0.8,0.6,1.2,0.6,0.4,0.5,1.0,1,Mexico,USA,2015-06-22,0,1,2
5,0.2,0.0,0.6,0.0,1.0,1.0,0.25,0.3,0,Netherlands,Denmark,2015-06-27,4,2,0
-4,0.2,0.8,0.6,1.8,1.4,0.6,0.0,0.85,0,Belgium,England,2015-07-07,0,1,2
7,0.0,0.6,0.4,0.8,1.6,0.4,0.375,0.3,0,Denmark,Senegal,2015-07-11,1,1,1
23,0.6,0.0,1.0,0.6,0.4,2.0,0.4,0.3,0,France,South Korea,2015-07-12,2,0,0
-1,0.6,0.4,1.2,1.0,0.8,1.0,0.2222222222222222,0.85,0,Switzerland,Morocco,2015-07-13,1,2,2
-9,0.4,0.6,1.2,1.0,1.4,1.0,0.2727272727272727,0.3,0,Croatia,Argentina,2015-07-13,4,0,0
-10,0.6,0.2,1.0,0.6,0.6,1.0,0.0,0.3,0,Senegal,Italy,2015-07-13,1,1,1
3,0.2,0.4,0.8,1.0,1.0,1.2,0.15384615384615385,0.3,0,Italy,Morocco,2015-07-15,1,1,1
2,0.4,0.4,0.8,0.8,1.0,1.8,0.42857142857142855,0.3,0,Brazil,Argentina,2015-07-15,2,1,0
-17,0.4,0.6,0.4,1.2,0.6,1.0,0.2222222222222222,0.8,0,Mexico,Brazil,2015-07-15,1,1,1
-10,0.6,0.8,2.0,1.4,0.4,0.4,0.0,0.3,0,Croatia,France,2015-07-16,2,2,1
-15,0.8,0.8,1.2,1.0,0.4,0.4,0.2,0.6,0,USA,Portugal,2015-07-17,0,1,2
15,1.0,0.8,1.2,1.2,0.2,0.4,0.6,1.0,1,Portugal,USA,2015-07-18,2,1,0
8,0.4,0.0,0.8,0.0,1.8,0.4,0.46153846153846156,0.85,1,Argentina,Uruguay,2015-07-18,2,1,0
17,0.6,0.2,1.4,0.4,1.0,0.8,0.5555555555555556,1.0,1,Brazil,Mexico,2015-07-18,2,1,0
18,0.4,0.0,0.8,0.2,1.0,1.6,0.5555555555555556,0.6,0,Germany,Japan,2015-07-22,2,0,0
-7,0.0,1.0,0.6,1.4,1.8,0.4,0.1111111111111111,0.3,1,Denmark,Portugal,2015-07-22,1,2,2
-17,0.0,0.4,0.4,1.2,2.0,1.2,0.38461538461538464,1.0,1,South Korea,Netherlands,2015-07-25,0,0,1
-5,0.4,0.4,1.2,0.8,1.0,1.8,0.4444444444444444,0.3,0,Netherlands,Argentina,2015-07-30,1,0,0
1,0.2,0.2,0.4,0.8,1.0,1.0,0.5,0.85,0,Belgium,Italy,2015-07-30,1,1,1
1,1.0,0.2,1.6,0.4,0.6,1.6,0.375,0.6,0,Portugal,Spain,2015-08-01,2,1,0
12,0.4,0.0,1.2,0.0,1.4,1.4,0.0,1.0,1,Morocco,South Korea,2015-08-07,1,1,1
-20,0.0,0.6,0.2,1.6,1.6,0.8,0.0,0.8,1,Japan,France,2015-08-11,1,1,1
-7,0.2,0.6,0.4,1.6,0.8,0.8,0.17647058823529413,0.6,0,Belgium,France,2015-08-11,0,1,2
-3,0.0,0.6,0.2,1.4,0.8,1.0,0.7142857142857143,0.8,1,Uruguay,Netherlands,2015-08-13,2,1,0
17,0.4,0.6,1.0,1.2,1.0,0.8,0.6470588235294118,0.85,0,Germany,USA,2015-08-16,1,0,0
2,0.4,0.0,1.0,0.4,0.8,1.0,0.2727272727272727,0.3,0,Senegal,Japan,2015-08-16,3,2,0
18,0.2,0.6,0.6,1.2,2.0,0.8,0.2857142857142857,0.3,1,Argentina,USA,2015-08-16,2,2,1
7,0.2,0.2,0.6,0.6,0.8,1.0,0.5333333333333333,0.3,1,Uruguay,Mexico,2015-08-17,2,1,0
16,0.2,0.0,0.4,0.2,1.0,1.4,0.38461538461538464,0.3,0,Belgium,South Korea,2015-08-18,3,0,0
-11,0.0,0.6,0.8,1.6,2.0,0.8,0.06666666666666667,0.85,0,Denmark,France,2015-08-18,1,0,0
9,0.2,0.0,0.8,0.8,1.4,1.4,0.23076923076923078,0.85,0,Morocco,Japan,2015-08-19,2,4,2
-7,0.4,0.4,1.0,1.2,0.6,0.8,0.17647058823529413,0.6,0,Belgium,France,2015-08-21,1,0,0
4,0.4,0.6,1.4,2.2,1.4,0.6,0.3333333333333333,0.8,0,Netherlands,Croatia,2015-08-21,0,1,2
11,0.2,0.2,1.0,0.8,0.8,1.2,0.5,1.0,1,Italy,USA,2015-08-26,0,1,2
17,0.6,0.2,1.2,0.8,0.6,1.2,0.6470588235294118,0.3,0,Germany,USA,2015-08-27,0,1,2
1,0.4,0.4,1.2,1.0,1.0,0.6,0.4166666666666667,0.3,0,Netherlands,Belgium,2015-09-02,1,1,1
2,1.0,0.2,1.8,0.6,0.8,0.8,0.2727272727272727,0.3,1,Portugal,Netherlands,2015-09-05,0,1,2
9,0.2,0.6,1.0,1.8,2.0,0.6,0.18181818181818182,0.3,0,Argentina,Croatia,2015-09-07,1,1,1
-5,0.4,0.8,1.0,1.4,1.0,0.8,0.6666666666666666,0.8,0,Uruguay,Portugal,2015-09-07,2,1,0
18,0.2,0.0,0.6,0.2,1.8,1.4,0.5714285714285714,1.0,1,Spain,South Korea,2015-09-10,0,0,1
2,0.0,0.6,0.6,1.6,1.4,0.8,0.3333333333333333,0.3,0,Mexico,Senegal,2015-09-10,1,0,0
19,0.6,0.0,1.4,0.2,1.2,1.2,0.46153846153846156,0.3,0,Portugal,South Korea,2015-09-11,1,0,0
-8,0.2,0.8,1.0,1.6,1.8,0.6,0.125,0.3,0,Denmark,England,2015-09-17,1,1,1
-10,0.6,0.6,1.4,1.6,1.2,1.2,0.1111111111111111,0.85,1,Uruguay,Brazil,2015-09-17,1,2,2
-23,0.0,0.2,0.2,0.8,1.0,1.0,0.13333333333333333,0.3,1,South Korea,France,2015-09-19,1,1,1
9,0.2,0.2,1.2,1.6,2.0,1.8,0.23076923076923078,0.3,0,Morocco,Japan,2015-09-23,0,0,1
15,0.2,0.2,1.2,0.8,1.4,1.2,0.5,0.6,1,Argentina,Mexico,2015-09-26,0,1,2
-11,0.4,0.4,1.2,1.2,1.0,0.6,0.4,0.85,1,Senegal,Belgium,2015-10-02,1,0,0
-3,0.6,0.4,1.6,0.8,1.4,0.8,0.7142857142857143,1.0,1,Uruguay,Netherlands,2015-10-10,1,0,0
12,0.2,0.0,1.2,0.4,1.6,1.2,0.5,0.85,0,Denmark,South Korea,2015-10-24,3,0,0
-8,0.2,0.6,1.4,1.4,1.6,1.0,0.3076923076923077,0.6,0,Japan,Switzerland,2015-10-26,0,1,2
-9,0.2,0.4,1.4,1.4,1.4,0.8,0.07692307692307693,0.3,0,Japan,Denmark,2015-11-02,0,3,2
-16,0.2,0.6,1.2,1.2,1.8,1.0,0.2727272727272727,0.3,0,Japan,Portugal,2015-11-04,0,1,2
8,0.2,0.8,1.0,1.6,1.2,1.0,0.46153846153846156,0.3,0,Argentina,Uruguay,2015-11-11,1,1,1
2,0.0,0.6,0.8,1.2,1.2,0.6,0.42857142857142855,0.6,0,Argentina,England,2015-11-14,2,0,0
3,0.4,0.4,1.0,1.8,0.6,0.8,0.4166666666666667,0.6,0,Belgium,Croatia,2015-11-15,2,0,0
1,0.4,0.6,1.0,1.0,1.0,0.8,0.5454545454545454,0.3,0,England,Portugal,2015-11-18,2,1,0
15,0.6,0.4,1.4,1.2,1.0,1.0,0.4,0.8,0,England,Senegal,2015-11-21,2,3,2
3,0.2,0.6,0.6,1.4,1.0,1.0,0.2857142857142857,0.3,0,Netherlands,Uruguay,2015-11-27,2,1,0
-3,0.6,0.4,1.2,1.2,0.8,1.2,0.3,0.85,0,Switzerland,Uruguay,2015-11-29,2,2,1
-8,0.4,0.2,1.0,1.2,1.0,1.4,0.21428571428571427,0.3,0,USA,Morocco,2015-12-01,1,2,2
-15,0.2,0.2,0.8,0.6,1.4,1.2,0.15384615384615385,0.8,0,Japan,Spain,2015-12-03,1,3,2
-4,0.6,0.6,1.8,1.4,0.6,0.4,0.3333333333333333,0.85,0,Denmark,Belgium,2015-12-03,0,1,2
10,0.2,0.4,1.2,1.0,1.4,1.0,0.5555555555555556,0.85,0,Uruguay,USA,2015-12-06,2,0,0
7,0.4,0.6,0.8,1.6,1.0,0.4,0.3333333333333333,1.0,1,Portugal,Denmark,2015-12-07,0,0,1
8,0.2,0.4,1.2,1.4,1.0,1.0,0.46153846153846156,0.6,0,Argentina,Uruguay,2015-12-10,2,2,1
3,0.6,0.4,1.2,1.2,0.6,1.2,0.18181818181818182,0.6,0,Germany,Spain,2015-12-12,1,1,1
-13,0.0,0.6,0.2,1.0,1.6,0.4,0.4,0.6,0,Japan,Belgium,2015-12-13,0,1,2
7,0.2,0.4,1.6,1.0,1.4,1.0,0.5333333333333333,0.3,0,Uruguay,Mexico,2015-12-16,2,0,0
-4,0.4,0.4,1.8,1.2,1.2,0.8,0.5714285714285714,0.6,0,Uruguay,Spain,2015-12-17,1,1,1
-4,0.4,0.6,1.4,1.0,0.4,0.4,0.3333333333333333,1.0,1,Denmark,Belgium,2015-12-17,1,2,2
8,0.4,0.4,1.2,1.4,1.4,0.6,0.375,0.3,0,England,Denmark,2015-12-17,0,2,2
15,0.4,0.4,0.8,1.0,0.8,1.2,0.6,0.3,1,Portugal,USA,2015-12-20,1,2,2
5,0.2,0.0,1.0,0.8,1.8,1.0,0.3333333333333333,0.6,0,England,Italy,2015-12-22,0,0,1
8,0.2,0.2,0.8,1.2,1.6,1.4,0.4444444444444444,1.0,1,England,Morocco,2015-12-23,0,0,1
-8,0.4,0.4,1.4,0.8,1.2,0.8,0.25,0.8,0,Switzerland,Portugal,2015-12-28,2,2,1
-1,0.0,0.6,0.2,1.0,1.8,1.0,0.0,1.0,1,Japan,USA,2015-12-31,1,1,1
-12,0.4,0.8,1.2,1.8,0.6,0.8,0.21428571428571427,0.6,1,Denmark,Brazil,2016-01-04,0,0,1
7,0.2,0.8,0.6,1.2,0.8,0.4,0.4117647058823529,0.6,0,France,Belgium,2016-01-05,2,4,2
3,0.4,0.4,1.8,1.6,1.0,1.2,0.4,0.3,0,Uruguay,Switzerland,2016-01-06,1,0,0
8,0.2,0.2,1.0,1.2,1.2,1.4,0.25,0.3,0,Portugal,Switzerland,2016-01-07,1,1,1
21,0.6,0.0,1.4,0.4,0.8,1.8,0.4,0.85,1,Brazil,Japan,2016-01-08,1,2,2
-3,0.0,0.2,1.0,1.2,1.4,1.0,0.36363636363636365,0.3,0,Portugal,Argentina,2016-01-14,1,0,0
5,0.2,0.4,0.6,0.8,0.6,1.2,0.4444444444444444,1.0,1,Denmark,Mexico,2016-01-15,0,0,1
8,0.2,0.6,1.0,1.6,1.0,0.6,0.46153846153846156,0.3,0,Argentina,Uruguay,2016-01-15,2,4,2
2,0.6,0.2,1.2,1.0,0.4,1.0,0.5833333333333334,1.0,1,Germany,Portugal,2016-01-19,1,0,0
-13,0.0,0.4,0.2,1.6,1.6,1.0,0.375,0.85,1,South Korea,Croatia,2016-01-19,3,1,0
12,0.2,0.4,1.0,0.6,1.2,0.8,0.25,0.3,1,Portugal,Mexico,2016-01-21,0,2,2
-12,0.2,0.2,0.8,1.0,1.2,1.2,0.3333333333333333,1.0,1,South Korea,Morocco,2016-01-22,0,0,1
2,0.6,0.2,2.0,0.8,1.0,1.0,0.4,0.6,0,Uruguay,Morocco,2016-01-23,3,0,0
-8,0.4,0.2,1.0,0.4,1.2,0.8,0.21428571428571427,0.6,0,USA,Morocco,2016-01-26,0,1,2
